"","x"
"47483","Securinega capuronii"
"47484","Corchorus pseudo-olitorius"
"47485","Camellia subacutissima"
"47486","Secamone glaberrima"
"47487","Viburnum venustum"
"47488","Salvertia convallariaeodora"
"47489","Kibatalia maingayi"
"47490","Schizolobium amazonicum"
"47491","Nectandra pisi"
"47492","Terminalia tropophylla"
"47493","Vangueria esculenta"
"47494","Zaluzianskya gilioides"
"47495","Coffea stenophylla"
"47496","Aganosma marginata"
"47497","Erythroxylum hypericifolium"
"47498","Terminalia calcicola"
"47499","Allophylus chirindensis"
"47500","Rutidea orientalis"
"47501","Angiopteris lygodiifolia"
"47502","Duguetia macrocalyx"
"47503","Nesaea aspera"
"47504","Hyperacanthus grevei"
"47505","Vitex keniensis"
"47506","Drusa glandulosa"
"47507","Marsilea berhautii"
"47508","Symplocos quitensis"
"47509","Salacia maburensis"
"47510","Connarus megacarpus"
"47511","Unonopsis elegantissima"
"47512","Diospyros revaughanii"
"47513","Triumfetta dekindtiana"
"47514","Festuca costata"
"47515","Stigmatorhynchus umbelliferus"
"47516","Salacia eurypetala"
"47517","Terminalia divaricata"
"47518","Terminalia monoceros"
"47519","Tetragonia maritima"
"47520","Swartzia oblanceolata"
"47521","Acaena ovalifolia"
"47522","Trema integerrima"
"47523","Crotalaria annua"
"47524","Acer obtusifolium"
"47525","Campanula peregrina"
"47526","Zehneria marlothii"
"47527","Leucas songeana"
"47528","Lithocarpus daphnoideus"
"47529","Freycinetia multiflora"
"47530","Vaccinium madagascariense"
"47531","Vaccinium cylindraceum"
"47532","Alantsilodendron pilosum"
"47533","Strychnos diaboli"
"47534","Premna maxima"
"47535","Tetracera rutenbergii"
"47536","Alluaudia procera"
"47537","Stachys palaestina"
"47538","Tristellateia greveana"
"47539","Sideroxylon beguei"
"47540","Retrophyllum vitiense"
"47541","Albertisia porcata"
"47542","Sansevieria cylindrica"
"47543","Sphaeranthus senegalensis"
"47544","Bourreria cumanensis"
"47545","Thibaudia macrocalyx"
"47546","Telfairia pedata"
"47547","Euphorbia sudanica"
"47548","Sloanea celebica"
"47549","Nepenthes hirsuta"
"47550","Aporosa confusa"
"47551","Spatholobus parviflorus"
"47552","Ruprechtia tenuiflora"
"47553","Stictocardia incomta"
"47554","Sloanea synandra"
"47555","Trixis cacalioides"
"47556","Abuta grisebachii"
"47557","Bidens whytei"
"47558","Eurychone rothschildiana"
"47559","Tephrosia decora"
"47560","Paracephaelis tiliacea"
"47561","Allophylus melliodorus"
"47562","Streptocarpus glandulosissimus"
"47563","Canarium vrieseanum"
"47564","Canthium glabrum"
"47565","Dipterocarpus humeratus"
"47566","Alpinia mutica"
"47567","Coptosapelta flavescens"
"47568","Broussonetia kurzii"
"47569","Helicostylis tovarensis"
"47570","Palaquium cochleariifolium"
"47571","Barringtonia longisepala"
"47572","Crudia beccarii"
"47573","Streblus ilicifolius"
"47574","Thinouia myriantha"
"47575","Trochomeriopsis diversifolia"
"47576","Blachia siamensis"
"47577","Drypetes hoaensis"
"47578","Aporosa maingayi"
"47579","Macaranga diepenhorstii"
"47580","Festuca novae-zealandiae"
"47581","Streptocarpus pallidiflorus"
"47582","Leucospermum rodolentum"
"47583","Chloris lamproparia"
"47584","Albizia divaricata"
"47585","Dillenia ovalifolia"
"47586","Nepenthes reinwardtiana"
"47587","Nepenthes maxima"
"47588","Trichomanes vittaria"
"47589","Baccharis lundii"
"47590","Gossypium longicalyx"
"47591","Tamarix arborea"
"47592","Conostomium quadrangulare"
"47593","Strombosia philippinensis"
"47594","Anamirta cocculus"
"47595","Sindora galedupa"
"47596","Grewia olukondae"
"47597","Glaucium luteum"
"47598","Lobelia gregoriana"
"47599","Syzygium houttuynii"
"47600","Tetradenia goudotii"
"47601","Zanthoxylum tsihanimposa"
"47602","Amorphophallus canaliculatus"
"47603","Endosamara racemosa"
"47604","Turpinia ternata"
"47605","Albizia greveana"
"47606","Cnesmone javanica"
"47607","Rytigynia eickii"
"47608","Sesbania somalensis"
"47609","Madhuca kingiana"
"47610","Schima brevifolia"
"47611","Ludekia borneensis"
"47612","Carallia borneensis"
"47613","Tulipa turkestanica"
"47614","Asperula danilevskiana"
"47615","Aesculus assamica"
"47616","Symplocos glomerata"
"47617","Actinodaphne obovata"
"47618","Ledebouria floribunda"
"47619","Lophopetalum beccarianum"
"47620","Pharnaceum croceum"
"47621","Ocotea foetens"
"47622","Acrocarpus fraxinifolius"
"47623","Stylosanthes biflora"
"47624","Dactyliandra welwitschii"
"47625","Calophyllum pulcherrimum"
"47626","Cratoxylum glaucum"
"47627","Memecylon garcinioides"
"47628","Chlorophytum nidulans"
"47629","Driessenia glanduligera"
"47630","Urophyllum griffithianum"
"47631","Microtropis sumatrana"
"47632","Lophopetalum subobovatum"
"47633","Lophopetalum wightianum"
"47634","Smitinandia helferi"
"47635","Camellia vietnamensis"
"47636","Amorphophallus interruptus"
"47637","Xanthophyllum havilandii"
"47638","Pellacalyx axillaris"
"47639","Ruschia odontocalyx"
"47640","Xylia africana"
"47641","Coprosma depressa"
"47642","Secamone castanea"
"47643","Sonchus afromontanus"
"47644","Asparagus maritimus"
"47645","Syzygium masukuense"
"47646","Styrax benzoin"
"47647","Tacca integrifolia"
"47648","Santiria rubiginosa"
"47649","Euchresta horsfieldii"
"47650","Vitex perrieri"
"47651","Vitex uniflora"
"47652","Rhododendron campanulatum"
"47653","Tannodia cordifolia"
"47654","Crassula atropurpurea"
"47655","Warionia saharae"
"47656","Myrica pilulifera"
"47657","Neoalsomitra sarcophylla"
"47658","Peperomia laevifolia"
"47659","Bocoa prouacensis"
"47660","Anisophyllea fallax"
"47661","Vaccinium elliottii"
"47662","Tepuia cardonae"
"47663","Ilex cissoidea"
"47664","Sarcotheca glauca"
"47665","Zanthoxylum trijugum"
"47666","Calamus caesius"
"47667","Campanula pyramidalis"
"47668","Lagerstroemia calyculata"
"47669","Tristaniopsis burmanica"
"47670","Polyalthia viridis"
"47671","Shorea obtusa"
"47672","Annona duckei"
"47673","Kosteletzkya diplocrater"
"47674","Mastixia rostrata"
"47675","Ixora javanica"
"47676","Calophyllum sclerophyllum"
"47677","Sarcopyramis napalensis"
"47678","Manilkara littoralis"
"47679","Gymnarrhena micrantha"
"47680","Canarium megalanthum"
"47681","Canarium pimela"
"47682","Koompassia excelsa"
"47683","Phylica arborea"
"47684","Rhamnus liukiuensis"
"47685","Phyllanthus ceratostemon"
"47686","Alstonia angustiloba"
"47687","Achyrospermum carvalhoi"
"47688","Soulamea terminalioides"
"47689","Herpetospermum pedunculosum"
"47690","Trophis mexicana"
"47691","Tridynamia megalantha"
"47692","Amorphophallus borneensis"
"47693","Amorphophallus pendulus"
"47694","Allophylus bojerianus"
"47695","Tabernaemontana longipes"
"47696","Onobrychis ptolemaica"
"47697","Ocotea martiana"
"47698","Abies vejarii"
"47699","Streptanthus carinatus"
"47700","Astronia macrophylla"
"47701","Melastoma beccarianum"
"47702","Urophyllum hirsutum"
"47703","Cleidion brevipetiolatum"
"47704","Litsea fulva"
"47705","Canarium dichotomum"
"47706","Dialium indum"
"47707","Vernonia mecistophylla"
"47708","Juniperus cedrus"
"47709","Thottea tomentosa"
"47710","Lindernia philcoxii"
"47711","Firmiana malayana"
"47712","Saldinia proboscidea"
"47713","Allophylus aldabricus"
"47714","Kayea elegans"
"47715","Phylacium majus"
"47716","Ormosia bancana"
"47717","Thecacoris cometia"
"47718","Aeollanthus zanzibaricus"
"47719","Stemmadenia obovata"
"47720","Stemmadenia alfari"
"47721","Pternandra cogniauxii"
"47722","Ampelocissus elephantina"
"47723","Swintonia floribunda"
"47724","Swintonia acuta"
"47725","Androtium astylum"
"47726","Drimycarpus racemosus"
"47727","Deverra tortuosa"
"47728","Adenocline acuta"
"47729","Vitex gigantea"
"47730","Amphirrhox latifolia"
"47731","Stylogyne ardisioides"
"47732","Vochysia mapirensis"
"47733","Vochysia diversa"
"47734","Pittosporopsis kerrii"
"47735","Adinandra cordifolia"
"47736","Diospyros elliptifolia"
"47737","Diospyros evena"
"47738","Diospyros lancifolia"
"47739","Neuracanthus richardianus"
"47740","Homogyne discolor"
"47741","Gluta elegans"
"47742","Gluta laccifera"
"47743","Lannea coromandelica"
"47744","Pistacia khinjuk"
"47745","Rhus tripartita"
"47746","Searsia pentaphylla"
"47747","Campnosperma squamatum"
"47748","Vismia orientalis"
"47749","Symphonia microphylla"
"47750","Osteospermum dregei"
"47751","Erica kiwuensis"
"47752","Xyloolaena sambiranensis"
"47753","Satyrium fimbriatum"
"47754","Impatiens serrata"
"47755","Alstonia rostrata"
"47756","Garcinia merguensis"
"47757","Palaquium quercifolium"
"47758","Themeda caudata"
"47759","Sarcostigma paniculata"
"47760","Brachiaria orthostachys"
"47761","Ampelocissus thyrsiflora"
"47762","Gonioma kamassi"
"47763","Talinella dauphinensis"
"47764","Mangifera monandra"
"47765","Mangifera sylvatica"
"47766","Mangifera caloneura"
"47767","Dracontomelon costatum"
"47768","Sacciolepis ciliocincta"
"47769","Ventilago harmandiana"
"47770","Ziziphus calophylla"
"47771","Stereospermum variabile"
"47772","Adansonia grandidieri"
"47773","Buchanania lucida"
"47774","Tabebuia guayacan"
"47775","Cleome densifolia"
"47776","Colpodium humile"
"47777","Ascochilus emarginatus"
"47778","Gardenia coronaria"
"47779","Drypetes indica"
"47780","Dicoelia beccariana"
"47781","Lasiococca comberi"
"47782","Strophioblachia fimbricalyx"
"47783","Sauropus racemosus"
"47784","Shorea siamensis"
"47785","Gomphandra tetrandra"
"47786","Ilex versteeghii"
"47787","Dialium kunstleri"
"47788","Chloranthus elatior"
"47789","Aerangis citrata"
"47790","Impatiens hoehnelii"
"47791","Impatiens shirensis"
"47792","Tontelea emarginata"
"47793","Lobelia bambuseti"
"47794","Spatholobus maingayi"
"47795","Parashorea stellata"
"47796","Croton kongensis"
"47797","Triumfetta suffruticosa"
"47798","Impatiens bicornuta"
"47799","Senna anthoxantha"
"47800","Angraecum sesquipedale"
"47801","Caylusea hexagyna"
"47802","Syagrus orinocensis"
"47803","Licaria canella"
"47804","Cecropia granvilleana"
"47805","Annona acuminata"
"47806","Hopea vesquei"
"47807","Shorea uliginosa"
"47808","Shorea dasyphylla"
"47809","Shorea scrobiculata"
"47810","Reinwardtiodendron humile"
"47811","Cupaniopsis concolor"
"47812","Rourea acutipetala"
"47813","Aporosa lunata"
"47814","Glochidion macrostigma"
"47815","Synandrodaphne paradoxa"
"47816","Myxopyrum nervosum"
"47817","Dillenia sumatrana"
"47818","Saurauia ferox"
"47819","Dillenia luzoniensis"
"47820","Jasminum crassifolium"
"47821","Calamus erinaceus"
"47822","Korthalsia cheb"
"47823","Psathyrostachys caduca"
"47824","Dehaasia caesia"
"47825","Combretum bracteosum"
"47826","Vitex congolensis"
"47827","Sideroxylon persimile"
"47828","Anaxagorea panamensis"
"47829","Sideroxylon eucoriaceum"
"47830","Mosannona discolor"
"47831","Batopedina tenuis"
"47832","Rhamnus palaestina"
"47833","Ziziphus nummularia"
"47834","Juncus subtilis"
"47835","Endostemon gracilis"
"47836","Potameia capuronii"
"47837","Diospyros polyalthioides"
"47838","Sarcopteryx stipitata"
"47839","Tristira triptera"
"47840","Sapindus trifoliatus"
"47841","Mesua grandis"
"47842","Phyllanthus mirabilis"
"47843","Memecylon excelsum"
"47844","Platymitra macrocarpa"
"47845","Flabellariopsis acuminata"
"47846","Tetraena madecassa"
"47847","Sprekelia formosissima"
"47848","Aeranthes arachnites"
"47849","Goniothalamus laoticus"
"47850","Mitragyna speciosa"
"47851","Urceola rosea"
"47852","Aglaia perviridis"
"47853","Saraca dives"
"47854","Dioscorea hispida"
"47855","Shorea contorta"
"47856","Salsola dendroides"
"47857","Jatropha capensis"
"47858","Loudetiopsis scaettae"
"47859","Memecylon campanulatum"
"47860","Nepenthes gracilis"
"47861","Neonauclea artocarpoides"
"47862","Scutinanthe brunnea"
"47863","Nepenthes veitchii"
"47864","Jasminum amoenum"
"47865","Microcos oligoneura"
"47866","Brownlowia peltata"
"47867","Alpinia roxburghii"
"47868","Vaccinium cercidifolium"
"47869","Dianthus moviensis"
"47870","Hopea semicuneata"
"47871","Shorea ovata"
"47872","Sumbaviopsis albicans"
"47873","Nephelium uncinatum"
"47874","Semecarpus anacardium"
"47875","Alangium griffithii"
"47876","Apostasia nuda"
"47877","Ilex goshiensis"
"47878","Ilex liukiuensis"
"47879","Sparattosyce dioica"
"47880","Minuartia groenlandica"
"47881","Swertia crassiuscula"
"47882","Shorea selanica"
"47883","Shorea teysmanniana"
"47884","Acer garrettii"
"47885","Phytocrene anomala"
"47886","Lophopetalum wallichii"
"47887","Lobelia blantyrensis"
"47888","Lobelia aberdarica"
"47889","Neoalsomitra schefferiana"
"47890","Scolopia rhaniphylla"
"47891","Pentaspadon velutinus"
"47892","Cassine papillosa"
"47893","Laplacea fruticosa"
"47894","Saxofridericia inermis"
"47895","Corynocarpus similis"
"47896","Ilex venulosa"
"47897","Scolopia macrophylla"
"47898","Viscum laxum"
"47899","Gymnosporia glaucophylla"
"47900","Solanum aldabrense"
"47901","Dendrobium chryseum"
"47902","Argyreia osyrensis"
"47903","Gluta beccarii"
"47904","Mangifera griffithii"
"47905","Burmannia lutescens"
"47906","Elatine minima"
"47907","Santiria conferta"
"47908","Combretum nigrescens"
"47909","Terminalia citrina"
"47910","Nepenthes lowii"
"47911","Tetraena madagascariensis"
"47912","Trigonella hamosa"
"47913","Neuwiedia borneensis"
"47914","Buxus liukiuensis"
"47915","Carex insularis"
"47916","Polyalthia cerasoides"
"47917","Dipterocarpus costatus"
"47918","Scleropyrum pentandrum"
"47919","Broussonetia luzonica"
"47920","Paratrophis microphylla"
"47921","Streblus macrophyllus"
"47922","Ranunculus cassubicus"
"47923","Andrachne microphylla"
"47924","Rhododendron brookeanum"
"47925","Litsea accedens"
"47926","Urtica massaica"
"47927","Alchornea humbertii"
"47928","Tragiella anomala"
"47929","Neonauclea cyrtopoda"
"47930","Pertusadina eurhyncha"
"47931","Pleiocarpidia sandahanica"
"47932","Tephrosia alba"
"47933","Tibouchina fraterna"
"47934","Erycibe hellwigii"
"47935","Drimys insipida"
"47936","Syzygium caudatilimbum"
"47937","Diospyros toposioides"
"47938","Madhuca malaccensis"
"47939","Uncaria scandens"
"47940","Smilax aristolochiifolia"
"47941","Ruyschia phylladenia"
"47942","Petunia mantiqueirensis"
"47943","Freycinetia banksii"
"47944","Trigonidium egertonianum"
"47945","Werneria nubigena"
"47946","Madhuca sericea"
"47947","Teijsmanniodendron pteropodum"
"47948","Heritiera sumatrana"
"47949","Chionanthus cuspidata"
"47950","Thibaudia tomentosa"
"47951","Acalypha mapirensis"
"47952","Ampelocera macrocarpa"
"47953","Valeriana pilosa"
"47954","Iphionopsis rotundifolia"
"47955","Trichospermum mexicanum"
"47956","Swartzia racemosa"
"47957","Coelogyne septemcostata"
"47958","Indigofera griseoides"
"47959","Alsodeiopsis schumannii"
"47960","Knema subhirtella"
"47961","Actinodaphne borneensis"
"47962","Durio excelsus"
"47963","Dillenia eximia"
"47964","Voyria tenuiflora"
"47965","Xylopia macrantha"
"47966","Alchemilla splendens"
"47967","Chionanthus macrocarpa"
"47968","Dillenia grandifolia"
"47969","Nepenthes fusca"
"47970","Dipterocarpus grandiflorus"
"47971","Vatica vinosa"
"47972","Connarus euphlebius"
"47973","Coelogyne celebensis"
"47974","Dillenia borneensis"
"47975","Tricalysia boiviniana"
"47976","Sorghum versicolor"
"47977","Xerophyta dasylirioides"
"47978","Aglaia mackiana"
"47979","Quassia borneensis"
"47980","Chelonistele sulphurea"
"47981","Xerophyta humilis"
"47982","Tapirira marchandii"
"47983","Schinus meyeri"
"47984","Aglaia hiernii"
"47985","Syzygium castaneum"
"47986","Gymnacranthera contracta"
"47987","Aethionema carneum"
"47988","Freycinetia beccarii"
"47989","Valenzuelia trinervis"
"47990","Virola dixonii"
"47991","Helichrysum dilucidum"
"47992","Athanasia tomentosa"
"47993","Eragrostis walteri"
"47994","Sterigmapetalum tachirense"
"47995","Copiapoa echinoides"
"47996","Schoenocephalium cucullatum"
"47997","Stegolepis ligulata"
"47998","Rhododendron keiskei"
"47999","Alstonia spatulata"
"48000","Actinodaphne glabra"
"48001","Peronema canescens"
"48002","Shorea gratissima"
"48003","Shorea hypochra"
"48004","Achatocarpus nigricans"
"48005","Swartzia haughtii"
"48006","Zanthoxylum belizense"
"48007","Mitragyna diversifolia"
"48008","Distephanus antandroy"
"48009","Styphelia dammarifolia"
"48010","Vaccinium indutum"
"48011","Ixora congesta"
"48012","Alangium nobile"
"48013","Tapirira myriantha"
"48014","Agrostistachys gaudichaudii"
"48015","Anogeissus acuminata"
"48016","Pentace triptera"
"48017","Pentace erectinervia"
"48018","Spathanthus bicolor"
"48019","Xylopia calophylla"
"48020","Triainolepis africana"
"48021","Mussaendopsis beccariana"
"48022","Horsfieldia amygdalina"
"48023","Calophyllum blancoi"
"48024","Alangium grisolleoides"
"48025","Papuodendron lepidotum"
"48026","Chloris flabellata"
"48027","Lysimachia lancifolia"
"48028","Cecropia metensis"
"48029","Diospyros rigida"
"48030","Thouinia paucidentata"
"48031","Sindora sumatrana"
"48032","Dillenia aurea"
"48033","Pterocarpus marsupium"
"48034","Sloanea schomburgkii"
"48035","Tetracera indica"
"48036","Polyalthia longipes"
"48037","Ormosia hoaensis"
"48038","Vicia abbreviata"
"48039","Kunstleria ridleyi"
"48040","Buxus rolfei"
"48041","Sarcococca wallichii"
"48042","Quercus gemelliflora"
"48043","Polyosma laete-virens"
"48044","Pouteria grandis"
"48045","Stemmadenia tomentosa"
"48046","Rhododendron kiusianum"
"48047","Garcinia havilandii"
"48048","Polyalthia sclerophylla"
"48049","Shorea balanocarpoides"
"48050","Shorea andulensis"
"48051","Shorea guiso"
"48052","Ixonanthes petiolaris"
"48053","Adinandra javanica"
"48054","Prenia sladeniana"
"48055","Diospyros retrofracta"
"48056","Symplocos arborea"
"48057","Pomatocalpa diffusum"
"48058","Tetrapterys acutifolia"
"48059","Persoonia toru"
"48060","Asyneuma rigidum"
"48061","Tephrosia richardsiae"
"48062","Baccaurea minor"
"48063","Aporosa symplocoides"
"48064","Sauropus orbicularis"
"48065","Phyllanthus calcicola"
"48066","Phyllanthus deplanchei"
"48067","Sauropus spatulifolius"
"48068","Phyllanthus pterocladus"
"48069","Tetrorchidium rotundatum"
"48070","Moraea textilis"
"48071","Tabernaemontana attenuata"
"48072","Kibatalia arborea"
"48073","Aralia foliolosa"
"48074","Eucalyptus xanthope"
"48075","Syzygium diospyrifolium"
"48076","Syzygium rostratum"
"48077","Schefflera gabriellae"
"48078","Mitrephora calcarea"
"48079","Trichilia americana"
"48080","Myristica guatteriifolia"
"48081","Stemonurus scorpioides"
"48082","Knema oblongata"
"48083","Vitex microphylla"
"48084","Knema stenophylla"
"48085","Polygala butyracea"
"48086","Beilschmiedia diversiflora"
"48087","Indigofera rautanenii"
"48088","Tournefortia mutabilis"
"48089","Sapium macrocarpum"
"48090","Miquelia celebica"
"48091","Diospyros peregrina"
"48092","Diospyros celebica"
"48093","Diospyros beccarii"
"48094","Madhuca betis"
"48095","Matthaea sancta"
"48096","Gordonia integerrima"
"48097","Ternstroemia penangiana"
"48098","Eurya obovata"
"48099","Dillenia celebica"
"48100","Dillenia ochreata"
"48101","Plectranthus prostratus"
"48102","Cryptocarya subvelutina"
"48103","Artocarpus reticulatus"
"48104","Persea rimosa"
"48105","Endiandra rubescens"
"48106","Eremopyrum orientale"
"48107","Chamaecytisus prolifer"
"48108","Magnolia zenii"
"48109","Kopsia fruticosa"
"48110","Symphonia tanalensis"
"48111","Tipularia discolor"
"48112","Cleistanthus brideliifolius"
"48113","Mercurialis leiocarpa"
"48114","Dipterocarpus turbinatus"
"48115","Coprosma rotundifolia"
"48116","Tabebuia lapacho"
"48117","Madhuca crassipes"
"48118","Drypetes polyneura"
"48119","Mitrephora celebica"
"48120","Helichrysum polioides"
"48121","Schimpera arabica"
"48122","Rhanterium adpressum"
"48123","Psychotria celebica"
"48124","Litsea accedentoides"
"48125","Cyathocalyx martabanicus"
"48126","Sandoricum beccarianum"
"48127","Ageratinastrum polyphyllum"
"48128","Anisopappus kirkii"
"48129","Vigna platyloba"
"48130","Nauclea xanthoxylon"
"48131","Amanoa strobilacea"
"48132","Senecio propior"
"48133","Dipterocarpus baudii"
"48134","Antidesma subcordatum"
"48135","Barringtonia conoidea"
"48136","Meliosma nitida"
"48137","Macaranga bicolor"
"48138","Mallotus microcarpus"
"48139","Alphonsea kinabaluensis"
"48140","Tillandsia brachyphylla"
"48141","Pteris longipes"
"48142","Dipterocarpus tempehes"
"48143","Cotylelobium burckii"
"48144","Shorea inappendiculata"
"48145","Medicago brachycarpa"
"48146","Drypetes pendula"
"48147","Aporosa yunnanensis"
"48148","Thymus froelichianus"
"48149","Spermacoce hepperiana"
"48150","Lasianthus constrictus"
"48151","Sedum monregalense"
"48152","Lactuca undulata"
"48153","Cynomorium coccineum"
"48154","Spiropetalum erythrosepalum"
"48155","Simaba multiflora"
"48156","Carex camposii"
"48157","Crudia caudata"
"48158","Lasianthus inodorus"
"48159","Erysimum crepidifolium"
"48160","Gladiolus atroviolaceus"
"48161","Adelia triloba"
"48162","Trigonostemon verrucosus"
"48163","Thouinia acuminata"
"48164","Vaccinium consanguineum"
"48165","Macaranga heynei"
"48166","Mallotus sumatranus"
"48167","Chelonistele amplissima"
"48168","Licania britteniana"
"48169","Dipterocarpus borneensis"
"48170","Heteropterys acutifolia"
"48171","Glochidion seemannii"
"48172","Uvaria leptopoda"
"48173","Vitex mollis"
"48174","Symplocos prionophylla"
"48175","Chrysophyllum ubanguiense"
"48176","Albizia atakataka"
"48177","Valeriana hirtella"
"48178","Mallotus tetracoccus"
"48179","Neogyna gardneriana"
"48180","Coelogyne virescens"
"48181","Hygrophila africana"
"48182","Phyllanthus umbricola"
"48183","Carpotroche integrifolia"
"48184","Stryphnodendron porcatum"
"48185","Salacia gigantea"
"48186","Glochidion amentuligerum"
"48187","Brachypeza indusiata"
"48188","Ricotia lunaria"
"48189","Hedysarum sulphurescens"
"48190","Ledothamnus sessiliflorus"
"48191","Crucianella membranacea"
"48192","Tamarix boveana"
"48193","Vochysia neyratii"
"48194","Zygia ramiflora"
"48195","Alophia drummondii"
"48196","Tepuia tatei"
"48197","Inga bourgoni"
"48198","Tricalysia dauphinensis"
"48199","Crypteronia borneensis"
"48200","Dipterocarpus confertus"
"48201","Shorea bracteolata"
"48202","Wolffiella repanda"
"48203","Zaleya decandra"
"48204","Phyllanthus moratii"
"48205","Dimorphocalyx malayanus"
"48206","Heeria argentea"
"48207","Iodes philippinensis"
"48208","Diospyros rumphii"
"48209","Ocotea globifera"
"48210","Beilschmiedia gemmiflora"
"48211","Xylopia arenaria"
"48212","Cheilosa montana"
"48213","Dyakia hendersoniana"
"48214","Aglaia tenuicaulis"
"48215","Azadirachta excelsa"
"48216","Melanochyla densiflora"
"48217","Trophis involucrata"
"48218","Pseuduvaria pamattonis"
"48219","Actiniopteris australis"
"48220","Triumfetta cana"
"48221","Heritiera javanica"
"48222","Garcinia brevirostris"
"48223","Pradosia verticillata"
"48224","Siparuna lepidota"
"48225","Macaranga indica"
"48226","Macaranga trachyphylla"
"48227","Monocostus uniflorus"
"48228","Tropaeolum tricolor"
"48229","Sloanea robusta"
"48230","Restio quadratus"
"48231","Coelogyne cuprea"
"48232","Coelogyne rhabdobulbon"
"48233","Abies guatemalensis"
"48234","Scleria oligantha"
"48235","Heliophila acuminata"
"48236","Securigera parviflora"
"48237","Xylopia caudata"
"48238","Leontopodium microphyllum"
"48239","Trymatococcus oligandrus"
"48240","Neo-uvaria foetida"
"48241","Orophea kerrii"
"48242","Fernandoa adenophylla"
"48243","Pleodendron costaricense"
"48244","Utricularia rigida"
"48245","Stereospermum suaveolens"
"48246","Talisia elephantipes"
"48247","Polyalthia elegans"
"48248","Cleistanthus baramicus"
"48249","Teline osyroides"
"48250","Crotalaria colorata"
"48251","Palaquium microphyllum"
"48252","Monocarpia euneura"
"48253","Simirestis paniculata"
"48254","Achillea fragrantissima"
"48255","Talinella pachypoda"
"48256","Aloe deserti"
"48257","Argyrolobium harveyanum"
"48258","Diospyros densa"
"48259","Xylopia ligustrifolia"
"48260","Xylopia micans"
"48261","Cornulaca monacantha"
"48262","Zilla spinosa"
"48263","Stephania corymbosa"
"48264","Aniba muca"
"48265","Boswellia serrata"
"48266","Frankenia boissieri"
"48267","Cryptopylos clausus"
"48268","Scagea depauperata"
"48269","Stachys grandidentata"
"48270","Albuca spiralis"
"48271","Allophylus camptostachys"
"48272","Cyathea karsteniana"
"48273","Alstroemeria graminea"
"48274","Marrubium astracanicum"
"48275","Buchanania latifolia"
"48276","Acampe rigida"
"48277","Ternstroemia browniana"
"48278","Abuta panurensis"
"48279","Stigmaphyllon ellipticum"
"48280","Sabatia angularis"
"48281","Dicoma schimperi"
"48282","Cleidion leptostachyum"
"48283","Cocconerion balansae"
"48284","Adenoncos parviflora"
"48285","Polyalthia borneensis"
"48286","Alnus orientalis"
"48287","Sloanea megacarpa"
"48288","Aspidopterys concava"
"48289","Schoepfia schreberi"
"48290","Tapura capitulifera"
"48291","Syzygium diffusum"
"48292","Cecropia kavanayensis"
"48293","Sapranthus palanga"
"48294","Carex buekii"
"48295","Onopordum dissectum"
"48296","Stictocardia macalusoi"
"48297","Galearia aristifera"
"48298","Eragrostis pycnostachys"
"48299","Pleiotaxis chlorolepis"
"48300","Vernonia cephalophora"
"48301","Oreocnide pedunculata"
"48302","Thecacoris madagascariensis"
"48303","Diospyros egrettarum"
"48304","Oxalis chapmanae"
"48305","Elizabetha paraensis"
"48306","Litsea crassifolia"
"48307","Schoepfia tepuiensis"
"48308","Sclerolobium chrysophyllum"
"48309","Actinodaphne glomerata"
"48310","Parashorea plicata"
"48311","Manilkara celebica"
"48312","Lycianthes banahaensis"
"48313","Roepera pubescens"
"48314","Trigonia rugosa"
"48315","Zygotritonia nyassana"
"48316","Ochradenus aucheri"
"48317","Knema pubiflora"
"48318","Scrophularia trifoliata"
"48319","Cryptantha filaginea"
"48320","Guatteria venezuelana"
"48321","Schefflerodendron usambarense"
"48322","Seyrigia humbertii"
"48323","Viburnum costaricanum"
"48324","Nephelaphyllum pulchrum"
"48325","Rubus dasycoccus"
"48326","Euphorbia platycephala"
"48327","Brownanthus kuntzei"
"48328","Calophyllum tetrapterum"
"48329","Zygogynum comptonii"
"48330","Zygogynum tieghemii"
"48331","Gluta pubescens"
"48332","Calophyllum lanigerum"
"48333","Distichoselinum tenuifolium"
"48334","Verbascum rotundifolium"
"48335","Satureja intricata"
"48336","Fumana ericifolia"
"48337","Daucus crinitus"
"48338","Rosa deseglisei"
"48339","Papaver lecoqii"
"48340","Vulpia membranacea"
"48341","Artemisia herba-alba"
"48342","Apium repens"
"48343","Tamarix dalmatica"
"48344","Limonium caesium"
"48345","Stachys maritima"
"48346","Limonium delicatulum"
"48347","Limonium girardianum"
"48348","Campanula afra"
"48349","Limonium dufourii"
"48350","Limonium rigualii"
"48351","Agave karwinskii"
"48352","Orobanche rapum-genistae"
"48353","Stoibrax dichotomum"
"48354","Saharanthus ifniensis"
"48355","Rhodanthemum arundanum"
"48356","Minuartia fastigiata"
"48357","Sonchus aquatilis"
"48358","Rosa elliptica"
"48359","Reseda lanceolata"
"48360","Reseda paui"
"48361","Asplenium majoricum"
"48362","Scrophularia valentina"
"48363","Callipeltis cucullaris"
"48364","Centaurea triumfetti"
"48365","Spiraea decumbens"
"48366","Gypsophila pilosa"
"48367","Opuntia tuna"
"48368","Crepis alpina"
"48369","Allium senescens"
"48370","Teucrium eriocephalum"
"48371","Sisyrinchium jamesonii"
"48372","Vaccinium meridionale"
"48373","Ilex cerasifolia"
